Gene ID,Gene Name,proliferating embryo Ce,elongating embryo Ce,fully-elongated embryo Ce,L1 larva Ce,L2 larva Ce,L3 larva Ce,L4 larva Ce,newly molted young adult hermaphrodite Ce,adult Ce,L2d-dauer molt Ce,dauer larva Ce,post dauer stage Ce
WBGene00050917,Y53G8AL.4,2,,2,0.3,3,2,2,1,3,0.8,0.3,0.5
WBGene00050919,C45G9.15,,,,0.6,,1,0.6,0.7,,0.1,,0.1
WBGene00050931,F59B2.14,,,0.5,0.4,0.8,0.3,0.7,,,0.1,,0.1
WBGene00050934,T19C9.10,,6,2,,1,0.3,0.4,0.1,,5,12,10
WBGene00050936,ZK856.16,154,60,32,37,29,23,47,32,104,28,33,37
WBGene00050937,R02D5.8,7,11,8,2,9,9,5,10,10,9,9,10
WBGene00050939,C05G5.7,1,11,28,0.8,241,73,121,0.1,0.8,86,7,10
WBGene00050940,C25D7.16,1,0.5,0.8,0.1,,2,8,5,5,,,
WBGene00050941,C33F10.14,39,32,20,24,18,19,19,22,29,23,25,19
WBGene00050943,ZC412.10,2,5,25,0.7,8,18,50,19,7,495,32,25
WBGene00050944,C14A11.9,25,56,38,61,18,17,12,10,11,26,19,23
WBGene00050947,K07C5.13,27,30,15,10,11,9,10,6,4,10,10,11
WBGene00050955,C14A6.12,,,,,,,,,,,,
WBGene00050956,C14A6.13,,,,,,4,7,5,1,,,
WBGene00050957,C10A4.10,0.6,5,2,6,2,7,4,9,3,9,15,8
WBGene00050965,F49H6.17,,,,,,,,,,,,
WBGene00050967,C25F9.15,,0.4,2,2,1,2,0.9,0.6,,2,2,1
WBGene00050968,R11G10.4,,,3,4,,,1,0.1,3,,,
WBGene00050974,Y6G8.9,0.7,,0.5,1,1,0.9,0.7,0.6,0.4,0.8,2,2
WBGene00050975,K02E11.11,2,15,15,2,6,2,4,1,0.4,4,0.4,1
WBGene00077439,F55B12.10,0.5,2,2,5,2,1,0.5,0.4,2,208,203,346
WBGene00077445,Y51A2A.12,,,,,,,,,,72,56,72
WBGene00077450,K06B4.15,0.2,,0.1,,,0.4,3,2,0.2,0.2,,
WBGene00077453,Y62F5A.12,70,24,15,2,4,7,21,42,48,17,13,14
WBGene00077455,Y69H2.17,,,0.7,0.6,,0.1,,,,0.1,0.4,0.1
WBGene00077489,C04G6.13,,0.1,0.4,0.4,0.3,0.2,3,0.3,,,,0.2
WBGene00077490,M03A1.8,2,10,4,9,2,2,0.5,0.3,1,11,5,6
WBGene00077491,K08H10.10,0.8,2,5,4,3,2,2,0.2,0.2,3,4,3
WBGene00077492,F09C6.15,,,,0.1,,,,,,,0.3,
WBGene00077493,F09C6.16,,,0.3,0.1,,,,,,,,
WBGene00077495,Y20C6A.4,2,,0.3,,,,,,,,,
WBGene00077497,K06A4.10,,,0.6,0.7,0.1,3,6,1,3,16,6,10
WBGene00077500,C27H6.9,24,9,9,3,6,9,6,32,23,19,27,18
WBGene00077503,AC3.12,,,,,,0.5,1,0.9,0.1,,,
WBGene00077508,T27F6.10,6,1,2,2,,,,,0.5,0.1,,
WBGene00077514,F07B10.7,,,,0.3,,0.1,,,,,,
WBGene00077519,T27C10.8,1,0.3,1,0.9,0.6,6,26,16,7,0.2,0.1,0.1
WBGene00077520,C37A5.11,0.9,3,9,3,8,10,17,3,3,26,19,21
WBGene00077521,maf-1,0.2,2,9,17,8,18,3,2,2,34,33,21
WBGene00077522,T10D4.15,,,0.5,2,2,1,1,0.7,1,0.3,0.7,0.3
WBGene00077523,C23H5.12,0.5,,0.3,0.3,,,0.4,,,,,
WBGene00077525,C41G7.8,,0.2,3,13,6,9,5,4,0.5,8,6,12
WBGene00077526,C25A1.16,280,608,240,155,262,223,136,247,109,224,276,478
WBGene00077531,F40G9.15,7,22,8,0.1,,0.1,0.4,0.2,0.9,0.5,0.7,0.1
WBGene00077536,F38B7.10,0.1,1,10,2,2,0.5,0.7,0.1,0.1,4,6,4
WBGene00077538,T04F3.5,,,0.1,0.1,0.3,0.3,0.4,0.4,0.1,,0.1,
WBGene00077539,Y52B11A.12,3,12,6,0.4,0.8,4,3,1,0.7,0.6,0.9,0.7
WBGene00077543,F27D4.8,42,8,9,1,2,2,4,17,37,8,12,9
WBGene00077546,C01A2.9,0.9,,0.4,0.1,,0.2,3,,0.5,,,
WBGene00077548,F21C3.7,,,,0.2,,3,10,5,5,1,1,1
WBGene00077553,C26C6.10,,5,3,2,,2,1,1,0.1,0.8,2,4
WBGene00077557,F15D3.9,0.9,1,1,3,0.3,1,2,2,0.8,0.1,0.2,0.1
WBGene00077558,T06D10.3,0.7,,0.1,3,0.5,0.8,1,2,2,0.2,0.2,
WBGene00077559,R05D7.7,14,35,13,1,7,8,10,8,4,9,5,3
WBGene00077562,ZC443.7,,,0.2,,,,0.2,,,0.1,,0.1
WBGene00077563,peel-1,,0.3,0.8,0.1,0.6,2,5,4,0.6,,0.1,
WBGene00077565,W07G4.7,,,,,,,,,,15,2,0.6
WBGene00077569,F53F4.18,,,,,,14,30,12,25,,,
WBGene00077573,T08G5.15,,,0.6,3,0.5,0.5,0.4,0.4,0.7,21,40,17
WBGene00077576,C15H11.13,,,,0.1,,1,2,1,1,,0.1,
WBGene00077577,R02D5.9,,,,1,0.3,0.1,0.2,0.4,0.1,1,2,0.4
WBGene00077582,F14H8.8,,0.5,0.4,,,4,6,,1,,,
WBGene00077583,C01G10.18,,,,,,,,0.3,0.1,,,
WBGene00077585,T01G5.8,0.1,2,2,8,3,3,4,2,6,2,2,1
WBGene00077588,T26H8.5,,,0.2,1,,0.1,,,,,,0.1
WBGene00077591,C06G1.6,8,26,35,18,18,11,4,3,2,13,6,11
WBGene00077592,T25B2.3,,4,9,0.1,0.7,0.2,0.7,0.3,,0.4,0.3,
WBGene00077593,C49G7.12,,,1,5,0.8,1,0.9,1,0.5,0.3,0.1,0.2
WBGene00077599,T20F5.8,0.4,0.4,2,0.3,0.7,0.6,1,0.6,0.2,9,1,0.9
WBGene00077607,T10C6.16,0.9,,0.2,,,,,0.3,0.4,,,
WBGene00077616,F57E7.4,,,0.2,0.2,,,0.4,,,0.9,0.9,2
WBGene00077622,T25E12.14,,,,,,,,,,,,
WBGene00077624,Y102A5C.40,,,,,,,,,,,0.1,
WBGene00077640,Y26G10.4,,,0.1,0.1,0.2,,,,,,,
WBGene00077643,trpp-1,27,43,29,24,15,16,7,8,10,15,10,12
WBGene00077655,asp-19,,,,,,,,,,,,
WBGene00077658,M106.8,27,37,18,5,6,8,5,14,26,12,14,12
WBGene00077663,F55C9.14,5,0.8,0.8,0.1,,,,,0.9,,,
WBGene00077669,Y38H6A.5,3,15,26,1,3,2,4,0.4,0.4,7,5,4
WBGene00077673,B0563.10,0.1,,0.5,,,,,0.3,,0.6,3,3
WBGene00077674,K02A6.4,,,0.6,,,0.3,2,0.2,0.4,0.5,1,1
WBGene00077679,K11E4.6,0.4,,1,0.4,0.9,0.3,0.4,0.1,,0.9,0.7,0.9
WBGene00077680,F54F7.10,,0.1,0.8,0.9,,0.3,0.4,,0.1,0.4,0.3,0.8
WBGene00077681,Y44A6D.7,,,1,3,4,0.6,1,0.2,,14,7,9
WBGene00077682,F58B4.7,,,,0.3,,1,5,4,1,,,
WBGene00077683,cTel3X.1,,,,0.1,4,1,0.4,,,0.2,0.3,
WBGene00077684,Y26D4A.21,0.1,0.1,2,0.2,0.9,1,6,2,0.4,0.5,0.6,1
WBGene00077685,C04F12.12,,,0.2,0.5,,1,7,6,2,0.1,0.3,0.2
WBGene00077688,Y43F8B.19,,,0.4,1,,,0.1,,,,,
WBGene00077690,mtp-18,6,10,11,11,12,17,9,9,3,6,3,4
WBGene00077691,T06E4.14,0.2,,58,1,12,9,23,1,1,6,0.9,0.1
WBGene00077692,C08E8.10,0.4,,7,4,5,2,24,2,10,185,357,156
WBGene00077693,T04C12.11,0.4,2,35,724,102,71,19,24,37,306,264,178
WBGene00077696,1-Mar,,,0.1,1,,2,4,2,0.7,,0.1,0.2
WBGene00077697,F58E6.13,3,23,118,1,8,29,108,3,0.8,24,2,0.9
WBGene00077698,lurp-4,,,1,0.8,2,0.9,0.6,0.4,0.2,1,2,2
WBGene00077699,C45B11.8,0.5,2,2,1,0.4,0.5,7,4,0.7,0.2,0.7,0.7
WBGene00077701,poml-3,2,8,4,14,9,21,4,16,3,87,31,26
WBGene00077703,K08E5.5,0.9,51,8,0.1,2,0.7,2,,,0.1,,0.1
WBGene00077704,F12A10.9,,,0.4,2,,0.3,,,,66,26,7
WBGene00077712,nipi-4,2,14,10,11,4,3,2,2,1,9,6,7
WBGene00077714,R102.11,2,1,3,3,2,3,22,2,0.9,15,6,14
WBGene00077728,T23G11.11,8,16,12,2,7,15,26,7,11,9,8,11
WBGene00077732,szy-4,20,3,7,2,1,4,4,50,61,3,5,3
WBGene00077751,irld-27,0.4,,0.5,2,0.9,0.4,0.3,0.4,0.1,,,
WBGene00077752,Y105C5A.508,,0.1,0.5,0.3,0.1,0.4,1,0.4,,1,0.1,0.2
WBGene00077756,Y11D7A.19,5,39,8,1,1,,0.2,,0.3,1,1,0.8
WBGene00077757,E02H4.7,,0.2,5,5,29,20,28,24,17,3,0.4,10
WBGene00077758,irld-12,,,0.2,0.1,,,,,,,,
WBGene00077759,irld-51,,,,0.2,,,,,,,,
WBGene00077761,zip-9,51,80,132,93,61,50,35,30,36,87,76,50
WBGene00077762,Y57G11C.499,,,0.6,0.9,0.5,0.4,0.5,1,0.2,0.2,0.9,0.9
WBGene00077763,Y57G11B.97,0.1,,5,5,9,2,1,0.5,0.1,2,3,2
WBGene00077764,F59C6.16,1,5,6,2,5,57,83,68,167,2,2,0.6
WBGene00077766,F17B5.9,0.1,,,4,0.1,,,,,10,16,2
WBGene00077768,K04G2.12,1,12,8,4,2,0.7,2,0.6,,0.5,0.1,0.3
WBGene00077769,F33E2.10,0.6,0.6,2,4,1,0.2,0.2,,0.1,,,
WBGene00077770,M04D5.3,,0.5,1,4,7,16,8,8,4,24,18,10
WBGene00077771,C41G7.9,223,211,191,52,127,101,60,89,111,413,106,83
WBGene00077773,F25H5.10,36,9,7,3,2,13,29,2,23,14,16,10
WBGene00077775,T07C12.15,0.5,0.1,14,29,16,9,13,4,1,27,34,36
WBGene00077782,T26H10.2,,,,3,,0.6,0.9,2,0.4,2,0.6,0.8
WBGene00077783,D1054.18,,,1,7,4,6,2,4,2,2,0.9,2
WBGene00077784,F35C8.9,0.1,,2,3,0.6,0.1,0.5,0.2,0.4,0.1,1,0.5
WBGene00077786,F53F8.7,10,15,51,15,9,4,5,0.1,0.4,10,7,5
WBGene00077788,W07G4.8,,,17,0.9,,0.1,,,0.1,0.4,2,0.3
WBGene00086546,cil-1,7,17,13,4,10,6,5,20,17,20,19,16
WBGene00086551,D2005.7,33,10,9,0.6,2,11,3,45,32,6,12,7
WBGene00086552,C17D12.9,,,,,,,,,,,0.2,
WBGene00086553,ZC334.13,,,1,4,0.7,1,2,0.4,0.2,0.6,0.7,2
WBGene00086554,D1081.12,,,,0.1,,5,10,11,1,,,
WBGene00086555,F49B2.7,8,1,2,0.1,,0.1,0.2,,0.7,,,
WBGene00086556,F36D1.12,,,,0.5,0.1,1,2,1,0.9,0.1,0.4,2
WBGene00086557,K07A12.8,,2,12,5,5,5,3,4,0.9,11,10,6
WBGene00086558,F12E12.12,0.4,,0.6,0.2,,,,0.2,0.1,0.2,0.5,0.1
WBGene00086559,Y43F8B.20,0.3,,5,2,2,0.5,2,,0.1,2,0.4,1
WBGene00086560,ZK355.8,,,0.5,5,2,2,2,,0.4,716,72,61
WBGene00086562,T02G6.11,3,0.2,0.6,0.1,,,,,0.2,,,
WBGene00086564,K08C9.10,,,,,0.1,,0.6,0.1,0.1,,,0.3
WBGene00086565,W06G6.17,,,,,,,0.9,0.4,0.6,14,9,19
WBGene00086566,C08H9.16,21,16,8,9,7,11,4,33,16,14,24,12
WBGene00086567,C05C10.8,,,,,0.1,,1,0.2,0.7,,,
WBGene00086568,Y2H9A.6,,0.3,1,0.6,0.7,0.6,1,2,0.4,40,25,3
WBGene00086569,F38A6.5,,,1,11,6,7,5,5,3,11,14,11
WBGene00119201,C08E8.11,,,,,,,,,0.1,0.1,,
WBGene00119203,T04A8.18,2,1,11,11,7,4,4,1,0.6,18,15,10
WBGene00119204,ZC116.5,,,0.6,0.7,2,23,4,7,1,64,11,7
WBGene00138711,R07B1.13,0.7,2,27,0.5,17,9,48,1,0.4,0.6,0.2,0.1
WBGene00138714,T02D1.9,,,,0.1,,,0.4,,,,0.1,0.6
WBGene00138715,Y6G8.14,,,,,,,0.2,,0.2,,,
WBGene00138716,F17B5.10,,,,,,,0.1,,,,,
WBGene00138717,F52C12.6,14,15,13,14,8,11,12,14,12,9,15,15
WBGene00138718,E02A10.5,,,2,3,2,,1,,,6,5,2
WBGene00138719,F26F2.10,,,0.1,0.2,0.1,1,40,2,0.4,0.1,0.8,
WBGene00138720,F58H1.8,8,20,9,4,7,10,5,15,7,8,7,7
WBGene00138721,C54D10.14,,0.3,0.6,1,0.4,0.5,0.4,0.2,,8,2,1
WBGene00138724,F15B9.11,0.1,3,6,0.7,2,3,6,2,0.2,19,9,7
WBGene00138725,C34E11.7,1,4,11,17,6,10,4,3,1,3,5,3
WBGene00164968,K08H2.10,1,0.8,0.8,0.2,0.9,0.7,2,3,1,2,2,1
WBGene00164969,K09C8.9,0.1,0.1,14,2,5,3,8,2,0.2,3,0.7,0.1
WBGene00164971,T21E8.6,1,14,6,,0.1,0.4,0.6,,,,0.4,0.1
WBGene00164972,T21E8.7,,3,0.9,,0.1,0.2,,,,0.1,0.1,
WBGene00164973,C39B10.7,3,24,24,6,5,0.9,1,0.6,0.2,7,3,2
WBGene00164974,F46C3.7,7,,0.5,,,,,,1,,,
WBGene00164985,ZK1010.10,21,12,17,4,2,3,2,4,6,4,3,3
WBGene00164986,Y48A6C.6,1,0.4,0.9,3,0.5,0.2,0.4,0.4,0.1,0.5,0.4,0.3
WBGene00175027,W02F12.8,1,2,135,5,45,25,336,3,2,57,14,6
WBGene00175028,nspe-8,,,,1,0.1,,0.1,,0.7,12,2,0.2
WBGene00175030,Y53C12A.10,12,26,13,11,8,11,7,22,13,13,16,14
WBGene00175031,C06C3.12,,1,4,4,2,3,2,2,0.6,2,5,4
WBGene00175034,F54B3.4,0.6,0.3,17,4,17,1,2,0.7,0.5,8,8,4
WBGene00175035,F54C9.14,1,7,4,3,2,4,7,7,2,4,7,6
WBGene00184956,F49C5.12,0.2,,0.5,,0.1,0.6,1,,,,,
WBGene00184990,C14B1.12,23,3,3,0.9,1,6,4,25,33,9,10,10
WBGene00185001,F56A8.9,6,36,16,5,10,13,9,5,4,10,8,7
WBGene00185002,K11H3.8,2,2,2,2,2,7,5,22,14,4,7,5
WBGene00185005,T03F6.10,0.2,3,4,2,0.1,3,2,8,2,1,3,4
WBGene00185006,F59B2.15,,,0.5,0.2,,0.7,4,2,0.4,,0.1,0.1
WBGene00185014,F17C8.9,2,33,9,20,10,23,2,11,2,11,12,16
WBGene00185048,urm-1,43,27,10,1,10,21,33,27,23,26,10,15
WBGene00185055,Y47D3B.12,,,0.9,0.4,,0.3,1,5,2,0.2,0.6,
WBGene00185067,Y54G11A.17,208,114,55,7,53,52,45,43,37,31,34,41
WBGene00185075,C03C10.9,16,158,55,2,,,0.4,,0.4,0.5,0.1,0.1
WBGene00185077,F58D2.4,7,3,2,0.6,,0.3,0.6,0.5,2,0.5,,
WBGene00185078,F40G9.17,17,8,8,10,10,11,12,16,19,10,8,14
WBGene00185079,W10D9.6,17,17,13,9,15,14,13,13,17,20,14,16
WBGene00185086,F59A3.12,18,3,5,5,3,9,8,35,23,5,8,5
WBGene00185088,Y55F3BL.4,9,6,5,2,4,5,4,5,6,8,9,7
WBGene00185089,C16A11.10,4,1,2,0.2,0.5,2,2,4,3,2,3,2
WBGene00185092,K08D8.7,,,2,8,3,3,2,2,0.9,1,2,2
WBGene00185095,W09C2.7,,2,0.2,0.2,6,4,5,,0.3,13,0.7,
WBGene00185096,W09C2.9,,,,,,0.5,0.7,,,5,0.2,
WBGene00185097,C49C3.20,,,,,,2,6,3,1,,,
WBGene00185098,Y71G12B.35,6,7,9,3,2,1,1,2,2,2,3,3
WBGene00185100,T12A7.9,,,,0.2,,,,,,,,
WBGene00185101,Y65A5A.24,,,,0.1,0.1,,,,,,,
WBGene00185102,Y105C5A.1268,8,23,11,1,5,3,3,2,2,6,4,3
WBGene00185116,W09C2.8,,,0.6,0.1,0.6,0.8,2,,,20,1,
WBGene00185117,C45B11.9,0.4,7,4,2,,0.8,2,5,0.7,1,1,0.4
WBGene00185118,K02E2.11,20,79,63,3,19,72,47,19,3,45,31,30
WBGene00189931,Y26G10.6,,,,,,1,2,0.9,0.1,,,
WBGene00189932,Y26G10.7,,,,0.1,0.5,,0.7,,,176,210,91
WBGene00189933,F38B7.11,0.1,0.3,3,2,2,0.2,0.6,,,8,2,1
WBGene00189937,Y6G8.15,,,,,,,0.7,,0.2,,,
WBGene00189943,Y116F11B.17,,,,,,,2,2,3,,,0.5
WBGene00189947,C06B3.16,,,0.5,0.6,,,1,0.5,,0.1,0.2,0.3
WBGene00189948,F56H9.8,,3,0.9,3,0.3,0.2,0.1,,,17,3,1
WBGene00189949,Y48G1C.13,,,0.2,1,,0.2,2,8,27,0.4,1,1
WBGene00189950,C39B5.14,,,0.4,0.2,0.4,0.5,0.5,0.5,3,0.4,,0.5
WBGene00189952,K10D2.8,0.5,0.3,0.5,0.5,0.4,10,2,4,2,1,2,1
WBGene00189953,R155.5,,,,,,1,2,1,,,,
WBGene00189954,F40G9.18,11,0.2,1,,,,,0.2,0.6,,,
WBGene00189955,F40G9.19,3,,0.2,0.1,,,,,,,,
WBGene00189956,Y34F4.6,,,0.5,1,1,2,1,0.7,0.3,5,0.8,0.2
WBGene00189957,M03F8.7,,,0.5,0.3,,,,,,0.8,0.1,
WBGene00189961,Y54G2A.57,0.2,,0.4,2,0.3,,0.1,,0.1,343,193,155
WBGene00189987,C18H7.12,,,0.2,0.7,0.5,,0.2,,,0.1,0.1,0.1
WBGene00189993,C49C3.21,,5,7,0.2,,0.1,0.4,,,0.9,0.2,0.3
WBGene00189995,C06E7.88,6,169,78,0.1,,3,0.8,0.1,,13,1,0.1
WBGene00194641,F47G3.4,0.2,0.3,2,7,6,9,10,8,18,84,77,72
WBGene00194642,C25H3.17,23,32,22,0.6,29,48,96,38,78,25,14,33
WBGene00194643,C48D1.9,0.4,0.4,0.7,1,,2,3,1,0.5,0.6,1,0.5
WBGene00194645,Y105C5A.1269,,,0.2,,,,,,,,,
WBGene00194646,Y105C5A.1270,,,0.2,0.2,1,0.6,0.5,,0.1,0.1,,
WBGene00194647,Y51H4A.935,,,0.5,,,2,7,4,1,,,
WBGene00194649,Y57G11C.1130,0.8,0.4,0.5,2,0.1,1,1,2,2,0.2,1,0.7
WBGene00194651,C33D9.13,6,89,23,5,5,1,0.6,1,0.7,2,2,2
WBGene00194653,F36H2.6,,,0.2,,,0.4,0.8,1,,,,
WBGene00194654,M05B5.7,0.1,0.7,0.9,2,,0.7,5,5,0.9,0.2,0.4,
WBGene00194656,T05F1.15,,,0.2,0.3,,0.1,,,,,0.1,0.1
WBGene00194658,R09E10.13,,,3,0.6,3,1,18,0.6,2,14,12,7
WBGene00194660,W09C5.12,2,0.7,1,1,0.4,0.9,0.7,1,0.7,0.2,1,0.8
WBGene00194661,Y57G11C.1131,4,6,3,0.1,,,0.1,,,,,
WBGene00194663,F38B2.6,,,1,,,0.6,48,18,5,43,4,1
WBGene00194664,K09E9.7,0.4,0.3,2,3,2,4,3,2,0.7,0.4,1,1
WBGene00194670,K07E3.9,,,0.3,,,2,26,2,0.2,0.3,0.5,0.2
WBGene00194672,Y116A8C.463,0.1,,,,,,,,,,,
WBGene00194674,F23D12.11,2,1,1,3,3,71,187,178,80,165,53,50
WBGene00194677,D1054.19,0.1,,0.5,1,1,0.6,2,0.6,0.7,2,2,3
WBGene00194679,T26C11.9,5,2,3,6,1,1,1,0.8,0.9,2,3,2
WBGene00194680,Y17D7C.6,0.7,13,4,2,5,1,1,0.5,,0.1,,0.2
WBGene00194682,F40D4.17,2,0.7,0.8,0.2,0.1,1,1,5,5,3,3,1
WBGene00194684,Y48A6B.14,0.1,,2,1,0.2,,,,,0.7,1,1
WBGene00194687,F57C12.6,0.1,0.4,2,3,0.9,1,2,0.8,0.8,5,4,4
WBGene00194689,Y38H6C.24,0.1,2,14,0.8,0.3,,,,,0.6,0.2,0.3
WBGene00194691,ZK1098.12,0.7,,0.4,1,0.2,5,6,4,3,0.3,0.7,0.9
WBGene00194692,T02C12.5,0.1,1,15,16,11,6,10,3,2,12,6,6
WBGene00194695,B0462.5,0.4,0.2,0.8,2,1,2,2,1,2,7,7,4
WBGene00194696,EEED8.18,2,0.3,1,0.3,,0.3,0.4,3,4,2,0.5,1
WBGene00194697,F59A3.13,0.2,0.2,0.6,0.2,,0.8,0.7,2,0.2,0.1,0.2,
WBGene00194698,F49D11.11,,,0.2,0.5,0.1,,,,,,0.2,0.4
WBGene00194699,Y43F8B.22,2,4,5,0.1,5,1,2,0.6,0.5,2,3,4
WBGene00194700,B0025.5,1,,0.7,1,0.3,13,59,39,27,3,2,0.2
WBGene00194701,Y23H5B.12,,,0.1,,0.1,0.7,0.4,0.4,,,,
WBGene00194702,C32E8.12,,,0.7,0.5,,0.2,0.5,0.6,0.1,0.2,0.5,0.1
WBGene00194703,F26B1.8,,,0.4,,,14,30,69,28,0.5,,
WBGene00194704,T07H3.8,,,0.5,,,,0.8,,,0.7,,
WBGene00194705,Y39F10C.2,10,5,3,1,0.1,2,1,2,2,0.6,0.9,1
WBGene00194706,C53A5.16,7,18,9,2,6,9,5,13,8,10,15,11
WBGene00194707,C53A5.17,9,13,8,8,10,9,3,14,6,14,33,20
WBGene00194708,Y36E3A.2,0.2,0.3,2,3,3,10,11,2,0.9,3,2,2
WBGene00194710,mks-2,1,18,36,1,0.8,0.1,0.5,,,2,2,1
WBGene00194711,D2062.13,0.1,,,0.6,,0.6,3,2,0.1,,0.2,
WBGene00194712,T11F9.21,0.2,,0.1,0.2,0.1,,,,,,,
WBGene00194713,F19B10.13,1,9,8,10,1,2,0.7,1,0.9,0.4,0.7,0.5
WBGene00194714,ZC204.17,2,,0.5,0.1,,,0.2,0.2,0.4,,,
WBGene00194715,T25E12.16,,,,0.3,,1,1,2,1,,,
WBGene00194717,ZC239.22,,,,1,0.9,1,1,1,6,3,3,3
WBGene00194725,T16H12.13,0.6,0.2,0.6,1,2,0.8,0.4,0.6,0.7,0.8,0.9,0.7
WBGene00194726,R13A5.15,0.6,0.2,2,2,0.9,0.9,3,1,0.4,5,7,4
WBGene00194727,C18D11.10,,,,0.5,,,0.6,0.3,0.2,,0.6,
WBGene00194729,ZK783.7,0.4,5,2,6,0.7,,0.4,,,0.1,0.7,0.3
WBGene00194730,C29E4.17,2,4,2,7,1,2,2,3,0.7,0.1,0.9,0.5
WBGene00194731,Y39A1A.27,0.5,1,0.9,2,2,2,3,,2,7,1,2
WBGene00194733,Y41C4A.21,,,0.2,0.4,,0.5,2,0.2,0.2,,,
WBGene00194735,Y82E9BL.19,,,,,0.5,,0.3,0.1,,,,
WBGene00194736,Y50D7A.12,1,0.7,5,2,2,0.5,3,0.3,0.1,,0.3,
WBGene00194737,Y50D7A.13,0.6,1,7,2,0.2,0.4,2,,0.1,0.7,0.4,
WBGene00194738,Y46E12A.5,,,0.5,0.3,,3,56,,1,359,34,3
WBGene00194742,F37C12.21,0.2,0.2,0.6,1,2,2,3,2,2,0.7,0.3,0.2
WBGene00194744,Y38H6C.25,,,0.4,0.7,0.4,,,,0.1,,0.1,
WBGene00194746,Y82E9BR.25,,0.2,2,3,0.1,2,0.7,1,0.2,1,3,2
WBGene00194747,H05C05.4,3,0.4,9,7,3,2,3,1,1,8,8,4
WBGene00194780,C12D8.20,,,,0.1,,0.1,,0.2,,,,
WBGene00194783,K03B8.14,5,,0.3,,0.1,,0.4,0.5,0.5,,,
WBGene00194784,T11F9.22,0.1,,0.2,0.3,,0.1,1,0.5,0.2,2,2,2
WBGene00194785,C52E4.12,,,0.6,1,0.5,2,6,3,1,0.1,0.7,0.5
WBGene00194787,T16G1.13,0.1,,,0.6,,13,70,22,12,,0.1,
WBGene00194788,R02D5.10,,,0.2,0.4,,2,5,2,3,0.2,0.3,0.1
WBGene00194793,W04G3.13,,,,0.7,0.1,,1,2,1,,,
WBGene00194795,F42F12.14,,,0.5,0.5,,0.2,0.4,,,0.3,,
WBGene00194799,Y70C5A.4,,,0.1,,,,,,,,,
WBGene00194801,Y6G8.16,,,0.2,0.2,,,0.9,,0.4,,0.1,
WBGene00194803,C25F9.16,0.2,,3,3,,0.4,0.3,,0.5,0.2,,
WBGene00194815,Y43F8B.23,0.2,,0.4,6,0.7,2,0.4,0.5,0.3,3,9,5
WBGene00194816,ZK616.61,,,0.1,,,1,5,3,2,,,
WBGene00194821,dmsr-16,,1,1,0.3,0.2,0.3,0.3,0.6,0.3,0.1,0.7,0.7
WBGene00194832,Y73B6BL.270,1,0.2,10,8,3,1,1,0.2,0.1,8,6,4
WBGene00194833,F17E9.15,,,,,,,0.2,,0.1,,,
WBGene00194835,Y17G9B.11,10,68,9,0.6,0.3,,0.1,,0.1,0.1,0.3,0.2
WBGene00194839,C01B10.44,,,,,,0.4,0.8,1,0.1,,,
WBGene00194848,T27D12.6,0.2,1,1,2,0.1,0.3,2,0.7,1,0.2,1,0.1
WBGene00194849,K09A9.8,,3,2,0.7,0.1,0.6,2,4,1,0.2,1,1
WBGene00194850,F44F4.15,,,,0.1,0.1,0.3,2,0.2,0.3,,,0.3
WBGene00194852,T28A8.8,0.9,3,2,0.2,1,3,2,11,4,3,6,3
WBGene00194855,Y75B8A.44,0.6,0.2,4,6,18,8,10,2,2,19,14,13
WBGene00194861,H04D03.6,10,1,0.8,0.6,0.1,0.9,0.9,3,3,4,4,2
WBGene00194864,Y66A7A.9,,,0.1,,,4,20,5,1,,,
WBGene00194866,Y41C4A.22,0.9,,1,2,3,0.7,4,0.2,0.5,4,4,2
WBGene00194867,W09C2.10,,,0.8,0.3,,,0.2,,,10,0.2,
WBGene00194868,M03C11.9,,,,0.5,0.6,,,,,,,
WBGene00194869,K01A6.8,,,0.5,2,3,6,9,0.9,2,6,2,1
WBGene00194870,F53A2.11,0.1,0.1,0.5,0.1,,,,0.2,,0.1,,
WBGene00194871,R107.9,,,,0.4,,,,,,,,
WBGene00194883,B0496.11,,,0.5,5,4,3,5,0.5,0.7,2,0.6,0.8
WBGene00194886,C05B5.12,,,0.9,0.2,0.1,1,4,3,2,,,
WBGene00194888,K10H10.13,,,,0.5,,0.4,0.5,,,0.4,0.8,0.3
WBGene00194890,C01B9.4,0.6,,,,,,,,,,,
WBGene00194892,dsb-2,32,13,8,2,2,9,5,27,29,7,14,7
WBGene00194894,T05B4.14,,,,,,1,4,3,0.4,,0.1,
WBGene00194895,ZK105.11,,,,0.7,0.3,0.3,0.4,,,0.1,0.7,0.4
WBGene00194896,W02H5.11,,,0.4,0.6,,,,0.1,0.1,0.1,0.2,0.6
WBGene00194898,C17B7.14,,,,,,1,0.8,0.4,,0.3,0.1,0.5
WBGene00194902,Y39H10B.3,,,0.6,1,0.2,0.2,0.4,,0.2,4,10,4
WBGene00194905,Y53F4B.51,,,1,8,2,3,2,1,0.4,16,11,8
WBGene00194906,Y53C12A.11,2,0.9,1,0.2,1,3,5,11,11,2,2,2
WBGene00194907,E02H4.8,,,0.5,0.1,,,,,,,,
WBGene00194908,F22F7.8,2,7,9,29,16,69,22,71,6,23,10,13
